"OTU","Sample","Abundance","Kingdom","Phylum"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0016",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0005",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0015",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0001",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0006",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0023",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0028",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0018",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0024",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0003",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0009",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0025",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0004",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0010",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0026",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0021",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0011",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0027",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0022",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0012",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0007",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0013",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0029",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0019",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0014",0,"teria","obacteriota"
"002de19ab0f5022890e5b0d5b70d03e5","S00PP-0030",0,"teria","obacteriota"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0004",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0003",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0009",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0019",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0018",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0028",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0020",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0011",0,"teria","escibacteria"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0010",0,"teria","escibacteria"
